edgeID,DAY,NIGHT
0,43,50
1,8,56
2,41,89
3,88,64
4,13,5
5,7,5
7,34,18
8,451,253
9,54,68
10,0,0
11,8,82
12,0,0
13,61,10
14,4,24
15,882,46
16,0,0
17,2,76
18,9,5
19,626,436
20,1,22
21,0,0
22,24,10
23,81,70
24,98,71
25,0,0
26,17,7
27,64,36
29,71,48
33,39,44
34,41,93
35,21,0
36,27,0
37,14,58
38,49,58
39,0,0
40,33,247
41,42,35
43,9,18
44,33,16
45,1,2
46,6,5
47,18,2
48,1,16
49,326,16
50,24,41
51,390,7
52,158,64
53,268,53
54,74,46
55,33,131
56,0,0
57,2,63
59,51,23
60,1,0
62,82,69
63,8,18
64,5,2
66,186,71
67,364,71
68,94,256
69,132,181
70,281,38
71,49,37
72,139,102
73,56,38
76,10,98
77,0,0
78,3,2
79,8,14
80,17,2
81,39,174
82,12,6
83,4,6
85,4,5
86,4,4
87,15,9
88,40,20
89,621,54
90,0,0
91,7,4
92,4,1
95,160,82
99,26,16
100,174,55
101,5,31
103,0,2
106,0,0
107,0,0
109,93,6
110,31,20
111,3,6
112,23,10
113,14,6
114,30,10
115,62,39
116,7,6
117,93,71
118,7,4
119,2,19
120,3,9
121,13,97
122,24,18
123,6,6
124,29,37
125,26,38
128,118,9
129,0,2
130,5,7
131,7,9
132,94,48
133,101,133
134,27,15
136,68,32
137,138,124
138,5,1
140,0,10
141,10,27
142,0,0
143,3,4
144,160,99
145,4,1
146,2,6
148,487,0
149,79,2
150,109,56
151,525,23
153,212,68
155,2,7
156,0,0
158,70,49
159,6,6
160,30,19
161,207,205
162,43,26
163,1,1
164,0,5
166,0,0
167,99,63
168,20,14
169,7,5
170,8,10
171,35,34
172,11,1
173,5,2
174,11,46
175,0,0
176,13,13
177,70,54
178,20,10
179,13,33
180,5,1
181,158,43
182,29,8
184,11,9
185,15,16
186,0,0
187,41,17
188,72,36
189,87,15
190,48,53
191,26,5
194,5,2
195,21,10
200,23,5
201,2,9
202,12,11
203,8,32
204,0,0
205,81,74
206,12,4
207,46,25
208,2,0
209,193,161
210,36,5
211,0,3
213,3,1
214,3,2
215,0,26
216,2,12
218,38,26
219,18,16
220,3,8
221,42,39
222,0,0
223,39,64
225,0,1
226,14,17
227,35,26
228,0,0
229,0,0
230,28,265
231,37,11
232,10,4
235,2,1
236,8,7
237,32,200
238,9,10
239,559,136
240,128,94
241,2,2
242,7,13
243,59,130
244,96,46
245,18,14
246,3,4
248,20,1
249,4,2
250,317,505
251,371,7
252,645,579
253,84,56
256,96,59
257,20,30
258,254,69
260,7,2
261,80,78
262,24,3
263,0,0
264,29,47
265,4,10
266,138,113
267,24,17
268,155,162
269,69,114
270,0,0
271,1,0
272,14,14
273,0,1
274,149,99
275,85,55
276,23,120
280,0,0
281,0,0
282,36,4
283,113,58
284,200,7
286,329,571
287,18,411
288,88,67
289,568,143
292,962,100
293,0,0
295,2,12
296,19,13
297,7,8
298,2,2
301,15,13
303,13,19
304,17,7
307,2,14
308,1,3
309,0,9
310,0,6
311,34,60
313,6,14
314,0,1
315,0,1
316,2,18
317,113,63
318,71,90
319,0,0
320,16,43
321,267,213
323,140,85
325,62,88
326,0,0
327,68,25
329,120,98
330,15,13
331,4,1
332,0,3
333,4,4
334,44,29
335,48,50
337,6,2
340,863,114
341,32,123
342,11,27
343,0,24
344,63,145
345,199,29
346,21,141
347,15,104
349,18,131
350,20,41
352,142,4
353,57,71
354,0,0
355,31,70
356,85,74
358,78,24
359,318,42
360,13,13
361,18,16
362,95,72
363,154,5
364,6,0
365,15,0
366,19,39
367,262,18
368,93,40
369,78,75
370,118,111
371,56,13
372,21,47
373,0,0
374,0,26
375,0,99
376,143,51
377,15,34
378,21,22
379,343,142
380,9,1
381,1,1
382,6,16
383,12,74
384,4,4
385,8,1
387,23,15
388,4,8
389,0,0
390,98,121
391,5,78
392,2,11
393,8,7
394,102,132
397,146,97
399,0,0
400,0,33
401,64,26
402,24,6
403,10,19
404,42,5
405,16,2
406,14,9
407,0,0
408,5,4
409,77,20
411,73,34
412,882,83
414,61,64
415,74,56
416,97,69
417,0,0
418,0,0
419,25,25
421,5,0
422,99,5
423,2,71
424,58,293
426,86,14
427,15,20
428,33,97
429,67,26
431,1,4
432,1,6
433,18,28
434,176,156
435,1,7
436,15,20
437,39,38
438,32,13
439,127,146
440,113,69
443,11,8
444,0,0
446,0,2
447,2,5
448,9,63
449,3,4
452,0,183
453,163,1
454,0,0
459,2,19
460,67,159
461,0,0
463,67,111
464,0,0
465,28,11
467,12,2
469,48,32
470,43,69
473,0,0
474,4,0
475,0,0
476,224,156
478,40,187
479,2,8
481,9,6
482,0,0
485,0,0
486,0,0
487,102,89
488,34,9
489,112,23
490,71,6
491,63,92
492,30,8
493,22,5
494,535,30
496,620,29
497,595,89
500,16,30
501,18,48
502,15,61
503,19,118
504,5,48
505,10,6
506,19,21
507,12,8
508,61,10
509,16,58
510,0,0
511,378,243
512,46,37
513,0,0
514,191,352
515,82,29
516,4,35
517,14,12
518,4,22
519,104,64
521,646,35
524,63,86
525,15,11
526,0,3
527,3,3
529,4,70
531,4,337
532,219,61
533,24,11
534,107,102
535,43,42
536,12,95
537,57,24
538,59,16
539,206,157
541,302,172
542,139,51
543,258,293
544,27,5
545,36,13
546,37,28
547,32,173
548,24,162
549,4,9
550,66,50
551,155,248
552,110,109
553,98,93
554,8,5
555,159,175
556,2,2
557,410,33
559,0,20
560,163,142
562,43,46
563,0,0
564,0,63
566,0,0
567,0,0
568,0,0
569,10,7
571,2,3
572,0,0
574,198,21
587,37,40
588,18,14
589,5,11
590,24,18
591,31,15
592,1,4
593,516,82
594,4,21
595,261,648
596,132,42
598,58,34
599,32,9
600,136,6
601,11,31
603,5,3
605,40,32
606,149,98
607,50,47
608,6,6
611,88,120
612,67,34
613,13,18
614,194,170
615,23,1
616,97,22
617,22,49
618,487,44
619,35,51
620,6,63
621,32,24
622,42,57
623,4,4
624,97,49
625,77,190
626,26,87
627,0,0
628,164,55
629,49,3
630,40,9
631,0,0
633,14,6
634,166,14
635,23,16
636,0,1
637,4,4
638,0,0
639,16,100
640,4,10
641,0,0
642,56,28
643,10,15
646,0,1
647,32,4
648,181,178
649,51,11
650,0,0
653,4,5
655,135,44
656,3,4
658,13,22
659,481,246
661,169,3
662,756,24
663,0,177
664,4,5
665,80,3
666,4,0
667,55,2
668,4,119
670,0,8
672,7,30
673,47,49
674,22,63
675,8,7
676,10,30
677,45,56
678,188,168
679,87,19
680,136,105
681,77,148
682,255,211
683,29,15
684,7,9
685,0,1
686,79,105
687,0,0
688,81,111
690,2,15
691,8,109
692,2,42
693,11,17
694,7,7
695,11,9
696,20,4
697,16,0
698,0,0
699,4,78
700,6,80
702,4,16
703,50,41
704,2,37
706,184,88
707,0,0
708,53,50
709,50,89
710,2,2
711,152,217
712,6,5
713,5,3
715,119,278
716,25,31
717,1,17
718,127,110
719,9,32
720,217,208
722,95,103
723,46,35
724,59,86
725,49,82
727,9,4
728,3,14
729,9,15
732,6,2
733,31,25
735,0,3
736,0,0
737,9,64
738,26,54
739,5,15
740,5,113
741,0,0
742,27,8
743,62,60
744,62,114
745,91,118
746,57,75
747,102,41
748,109,66
749,195,45
752,7,8
754,28,54
755,24,54
756,7,5
757,32,18
758,77,14
759,13,11
760,0,0
761,4,6
762,1,0
763,0,7
764,5,9
765,6,12
769,26,8
770,15,6
772,25,29
774,12,4
775,18,14
776,3,2
779,19,2
782,0,0
785,10,4
786,18,98
787,15,12
788,0,0
789,142,75
790,17,23
791,18,16
793,36,16
794,0,0
795,0,0
796,0,0
797,78,44
798,69,67
799,0,0
800,80,40
801,2,1
802,12,28
805,408,230
806,26,79
807,97,51
808,119,72
809,0,0
810,125,31
811,0,0
812,0,0
813,49,46
814,0,0
815,69,79
816,22,4
817,210,212
818,265,2
819,0,0
820,314,288
821,92,23
822,34,14
823,0,0
825,132,151
826,147,182
829,60,61
830,78,56
831,74,88
832,8,5
833,63,48
835,50,42
836,33,35
837,13,5
839,97,90
840,62,115
841,142,205
844,9,6
845,8,5
848,0,2
849,0,1
853,1,5
854,1,1
855,9,8
856,1,0
857,8,2
860,0,0
861,21,12
862,3,1
864,6,4
865,2,2
868,0,0
870,4,3
871,20,6
872,15,2
874,3,1
875,12,3
876,0,5
879,16,26
880,34,10
881,28,6
882,13,21
883,3,136
884,54,130
885,55,28
886,374,131
887,11,50
888,206,63
889,335,703
890,0,0
892,36,8
893,61,63
894,1,12
896,33,35
897,5,2
898,1,4
899,3,5
901,3,2
902,3,17
904,29,15
905,4,5
906,0,0
907,2,3
908,262,619
909,117,135
910,125,128
911,25,8
913,13,0
914,0,15
915,7,2
916,0,5
919,50,82
920,0,0
922,36,28
923,1,3
926,45,20
927,0,0
935,66,19
936,200,138
937,0,0
938,20,15
940,6,8
941,0,0
945,10,7
946,13,9
947,22,109
948,0,1
950,22,10
951,1,0
952,0,0
954,44,23
956,20,13
957,39,97
959,21,5
960,22,8
962,33,204
963,5,2
964,0,0
965,0,0
967,5,3
968,80,35
971,41,63
972,2,0
973,0,0
975,21,15
976,0,0
979,1,22
980,17,16
981,4,0
984,37,28
985,88,69
986,12,4
992,3,7
993,43,31
994,55,7
995,126,63
996,121,65
997,113,60
998,28,34
1000,11,12
1002,54,57
1003,56,90
1004,0,5
1005,2,0
1013,64,28
1014,54,16
1015,247,10
1017,0,0
1018,15,36
1019,117,73
1020,18,8
1021,68,49
1022,27,2
1024,31,13
1025,30,18
1026,40,22
1027,45,1
1028,0,0
1029,108,27
1030,13,33
1031,19,44
1032,47,18
1033,57,73
1034,44,5
1035,0,0
1037,51,32
1038,127,150
1039,19,19
1040,53,15
1041,66,67
1042,37,13
1043,7,1
1044,159,111
1049,70,38
1050,9,1
1051,57,97
1052,110,11
1053,0,1
1055,0,1
1056,0,0
1057,0,0
1059,177,131
1060,19,42
1061,21,8
1062,11,4
1063,4,4
1064,6,6
1069,0,0
1070,0,0
1071,2,29
1073,0,0
1074,14,7
1075,13,6
1076,0,0
1077,0,0
1078,26,32
1079,0,3
1083,2,8
1084,0,0
1085,77,140
1086,29,49
1087,8,2
1088,0,0
