edgeID,DAY,NIGHT
0,50,54
1,7,79
2,34,100
3,83,93
4,10,0
5,1,2
7,51,13
8,556,367
9,69,98
10,0,0
11,10,107
12,0,0
13,77,8
14,4,40
15,993,50
16,0,0
17,8,98
18,10,8
19,773,517
20,3,34
21,0,0
22,19,6
23,101,66
24,139,71
25,3,2
26,19,15
27,71,65
29,102,51
33,49,57
34,57,134
35,16,1
36,36,0
37,19,46
38,57,59
39,0,0
40,30,305
41,39,43
43,6,17
44,44,15
45,0,4
46,4,7
47,20,4
48,3,16
49,371,20
50,40,63
51,457,6
52,160,74
53,326,60
54,96,44
55,35,184
56,0,0
57,12,76
59,58,29
60,3,0
62,90,70
63,10,21
64,2,3
66,178,77
67,379,82
68,90,358
69,191,228
70,278,39
71,53,20
72,144,140
73,50,40
76,10,97
77,0,0
78,2,7
79,5,22
80,22,3
81,64,266
82,22,8
83,4,10
85,10,5
86,6,5
87,15,14
88,45,26
89,694,70
90,0,0
91,9,3
92,5,10
95,186,101
99,51,23
100,227,73
101,8,38
103,0,0
106,0,0
107,0,0
109,68,19
110,36,18
111,9,5
112,47,15
113,15,14
114,38,25
115,89,51
116,12,3
117,104,94
118,3,3
119,4,19
120,4,20
121,25,119
122,19,12
123,14,7
124,21,38
125,27,52
128,167,12
129,3,1
130,12,4
131,11,12
132,90,107
133,122,214
134,32,17
136,114,49
137,179,148
138,6,4
140,4,11
141,26,50
142,0,0
143,8,4
144,184,105
145,3,0
146,4,10
148,561,0
149,104,14
150,127,79
151,683,23
153,242,85
155,3,2
156,0,0
158,78,76
159,11,12
160,31,14
161,217,252
162,73,21
163,2,0
164,0,3
166,0,0
167,102,77
168,24,22
169,7,12
170,7,8
171,42,23
172,2,13
173,2,0
174,10,57
175,0,0
176,10,18
177,67,73
178,20,12
179,22,41
180,7,1
181,175,70
182,33,8
184,11,17
185,9,9
186,0,0
187,36,34
188,95,44
189,105,21
190,43,76
191,39,12
194,11,3
195,24,8
200,35,6
201,5,11
202,11,17
203,10,33
204,0,1
205,121,64
206,8,4
207,75,25
208,6,1
209,230,169
210,24,3
211,1,2
213,2,2
214,5,0
215,0,36
216,0,12
218,25,42
219,18,19
220,13,11
221,61,62
222,0,0
223,58,61
225,1,0
226,21,23
227,43,31
228,0,0
229,0,0
230,44,342
231,41,8
232,7,7
235,0,0
236,8,7
237,41,190
238,20,12
239,572,149
240,157,112
241,2,3
242,3,18
243,63,150
244,91,58
245,21,18
246,8,3
248,23,11
249,3,4
250,396,614
251,479,7
252,799,788
253,74,83
256,100,55
257,21,41
