edgeID,DAY,NIGHT
0,35,33
1,9,69
2,25,77
3,88,50
4,4,2
5,0,2
7,62,18
8,428,250
9,68,65
10,0,0
11,10,90
12,0,0
13,61,7
14,3,32
15,817,35
16,0,0
17,0,64
18,6,8
19,605,372
20,6,19
21,0,0
22,20,8
23,97,46
24,118,63
25,0,2
26,14,8
27,64,50
29,59,47
33,33,44
34,58,111
35,17,0
36,22,0
37,12,41
38,46,35
39,0,0
40,14,224
41,28,24
43,4,6
44,24,12
45,0,1
46,3,4
47,15,4
48,4,13
49,289,6
50,28,43
51,345,1
52,117,61
53,266,59
54,66,35
55,17,126
56,0,0
57,10,43
59,41,23
60,1,0
62,74,52
63,12,14
64,4,4
66,132,62
67,353,50
68,83,255
69,136,164
70,272,36
71,41,22
72,99,88
73,55,21
76,2,71
77,0,0
78,2,8
79,5,16
80,11,6
81,49,182
82,4,14
83,1,7
85,8,4
86,4,2
87,20,8
88,40,14
89,570,44
90,0,0
91,9,7
92,11,3
95,109,60
99,39,15
100,188,43
101,7,41
103,0,3
106,0,0
107,0,0
109,63,12
110,30,9
111,4,3
112,39,1
113,22,2
114,36,19
115,62,33
116,4,4
117,91,77
118,8,5
119,5,18
120,0,15
121,19,95
122,17,8
123,5,8
124,20,15
125,17,36
128,106,19
129,3,2
130,7,11
131,10,8
132,77,73
133,78,135
134,23,13
136,76,42
137,129,94
138,3,1
140,10,6
141,11,50
142,0,0
143,4,1
144,138,60
145,2,3
146,6,7
148,413,1
149,59,3
150,75,50
151,599,12
153,157,64
155,3,2
156,0,0
158,72,57
159,4,3
160,20,18
161,175,185
162,51,16
163,3,0
164,1,2
166,0,0
167,77,65
168,20,5
169,15,5
170,5,8
171,17,12
172,10,6
173,3,1
174,11,38
175,0,0
176,14,14
177,56,53
178,21,10
179,13,26
180,2,0
181,125,50
182,37,9
184,8,11
185,16,10
186,0,0
187,31,14
188,78,32
189,76,23
190,34,60
191,33,14
194,7,0
195,21,10
200,17,9
201,3,5
202,16,21
203,8,36
204,1,1
205,91,70
206,6,2
207,41,31
208,7,6
209,170,169
210,32,4
211,4,2
213,3,1
214,8,3
215,2,25
216,0,5
218,35,24
219,15,23
220,12,9
221,47,32
222,0,0
223,34,45
225,0,1
226,18,14
227,33,23
228,0,0
229,0,0
230,30,232
231,28,7
232,12,9
235,3,0
236,8,8
237,26,165
238,8,10
239,435,146
240,121,91
241,6,7
242,6,14
243,30,123
244,89,40
245,13,8
246,2,2
248,12,8
249,4,2
250,314,443
251,361,0
252,594,568
253,56,41
256,67,47
257,15,12
258,261,73
260,5,2
261,52,61
262,26,0
263,0,0
264,34,58
265,3,11
266,148,111
267,17,13
268,159,128
269,61,79
270,0,0
271,0,3
272,22,13
273,0,1
274,141,79
275,65,53
276,23,125
280,0,1
281,0,0
282,36,3
283,126,59
284,187,1
286,291,564
287,11,328
288,75,60
289,513,162
292,826,109
293,0,2
295,0,14
296,13,26
297,7,6
298,1,2
301,1,7
303,12,2
304,16,12
307,2,19
308,0,2
309,0,5
310,9,2
311,37,58
313,22,10
314,0,2
315,1,0
316,1,23
317,119,69
318,77,91
319,0,0
320,13,42
321,215,196
323,116,71
325,62,90
326,0,0
327,72,23
329,93,115
330,15,13
331,0,4
332,0,4
333,0,2
334,41,48
335,43,40
337,8,4
340,783,92
341,19,100
342,23,31
343,0,22
344,76,141
345,170,22
346,20,113
347,2,78
349,8,122
350,18,33
352,132,5
353,57,57
354,0,0
355,44,60
356,88,70
358,72,31
359,291,31
360,16,16
361,15,11
362,93,83
363,150,3
364,4,0
365,6,0
366,15,25
367,230,12
368,65,63
369,63,53
370,105,85
371,34,11
372,31,54
373,1,0
374,0,27
375,0,88
376,112,50
377,25,28
378,18,19
379,299,138
380,4,1
381,2,0
382,3,34
383,7,50
384,8,8
385,12,6
387,21,10
388,5,2
389,1,0
390,110,93
391,0,52
392,0,10
393,4,3
394,83,156
397,124,104
399,0,0
400,0,41
401,42,32
402,17,15
403,22,12
404,48,2
405,10,1
406,14,8
407,0,0
408,10,9
409,93,16
411,60,33
412,794,73
414,51,80
415,52,60
416,116,71
417,0,0
418,0,0
419,16,18
421,1,1
422,117,3
423,1,51
424,48,311
426,70,17
427,20,17
428,31,54
429,74,10
431,2,3
432,6,3
433,15,24
434,201,153
435,5,8
436,11,24
437,41,26
438,30,12
439,111,82
440,112,48
443,12,7
444,1,0
446,2,4
447,0,4
448,5,52
449,4,7
452,0,138
453,181,5
454,0,0
459,3,28
460,57,145
461,0,0
463,56,112
464,0,0
465,12,4
467,4,3
469,41,42
470,23,44
473,0,0
474,2,4
475,4,5
476,206,146
478,27,170
479,5,5
481,10,11
482,0,0
485,0,0
486,0,0
487,84,67
488,45,8
489,98,23
490,51,4
491,74,101
492,37,5
493,19,4
494,520,32
496,589,29
497,544,71
500,14,40
501,17,51
502,20,72
503,28,97
504,2,42
505,15,7
506,13,18
507,5,11
508,49,14
509,27,58
510,0,0
511,276,212
512,27,21
513,0,0
514,165,318
515,69,29
516,3,46
