edgeID,DAY,NIGHT
0,53,40
1,15,64
2,27,62
3,110,70
4,13,2
5,1,4
7,46,12
8,514,265
9,65,72
10,0,0
11,9,74
12,0,0
13,56,7
14,5,30
15,832,45
16,0,0
17,1,81
18,7,3
19,698,448
20,6,34
21,0,0
22,18,0
23,92,42
24,137,69
25,3,0
26,25,2
27,56,32
29,93,43
33,41,36
34,50,144
35,15,0
36,19,2
37,22,48
38,57,36
39,0,0
40,36,232
41,40,51
43,15,9
44,30,16
45,0,1
46,5,1
47,15,6
48,11,8
49,304,13
50,29,24
51,366,4
52,179,69
53,284,60
54,84,37
55,31,143
56,0,0
57,10,68
59,54,21
60,0,0
62,64,53
63,8,24
64,1,2
66,174,82
67,298,67
68,89,273
69,158,198
70,233,62
71,35,19
72,139,96
73,65,21
76,9,86
77,0,0
78,3,5
79,1,13
80,14,0
81,58,192
82,21,7
83,1,8
85,14,5
86,13,4
87,23,13
88,32,23
89,604,48
90,0,0
91,11,6
92,3,4
95,160,111
99,36,20
100,190,79
101,7,40
103,0,2
106,0,0
107,0,0
109,105,14
110,42,22
111,4,1
112,30,10
113,8,10
114,20,10
115,62,23
116,5,2
117,86,61
118,6,9
119,0,30
120,5,14
121,31,104
122,26,11
123,1,5
124,23,30
125,31,34
128,138,15
129,4,2
130,4,6
131,9,2
132,78,72
133,76,139
134,29,9
136,91,42
137,151,122
138,7,1
140,7,10
141,9,49
142,0,0
143,3,0
144,159,94
145,3,1
146,3,12
148,530,0
149,93,5
150,140,48
151,670,22
153,254,62
155,3,6
156,0,0
158,71,53
159,7,8
160,25,14
161,229,219
162,49,23
163,1,0
164,1,7
166,0,0
167,99,50
168,23,9
169,10,10
170,4,4
171,31,18
172,6,4
173,9,2
174,7,44
175,0,0
176,23,14
177,74,33
178,16,12
179,13,26
180,8,3
181,168,67
182,36,7
184,12,9
185,11,10
186,0,0
187,41,14
188,69,31
189,95,28
190,41,52
191,26,9
194,4,4
195,25,10
200,23,11
201,3,6
202,21,11
203,10,22
204,1,0
205,115,61
206,6,6
207,68,21
208,8,3
209,191,195
210,37,12
211,5,2
213,11,2
214,10,7
215,0,26
216,0,8
