edgeID,DAY,NIGHT
0,35,31
1,6,68
2,28,73
3,77,59
4,7,2
5,0,3
7,42,17
8,402,265
9,54,69
10,0,0
11,13,105
12,0,0
13,60,4
14,2,21
15,793,29
16,0,0
17,0,70
18,13,3
19,586,423
20,8,27
21,0,0
22,11,5
23,72,40
24,91,55
25,1,1
26,12,5
27,50,30
29,54,22
33,39,34
34,43,112
35,16,0
36,30,0
37,14,51
38,56,38
39,0,0
40,21,213
41,25,31
43,5,10
44,23,6
45,0,1
46,3,2
47,10,3
48,1,10
49,265,5
50,23,42
51,320,0
52,139,66
53,223,54
54,50,29
55,28,129
56,0,0
57,3,64
59,48,20
60,0,0
62,86,74
63,9,19
64,7,1
66,186,54
67,295,73
68,95,258
69,125,175
70,206,29
71,32,25
72,101,103
73,40,16
76,13,70
77,0,0
78,4,4
79,8,13
80,22,3
81,40,167
82,11,4
83,0,6
85,11,4
86,6,3
87,9,6
88,33,10
89,589,49
90,0,0
91,5,4
92,4,3
95,114,70
99,37,11
100,172,50
101,10,44
103,0,0
106,0,0
107,0,0
109,82,14
110,34,19
111,3,1
112,32,3
113,10,8
114,18,6
115,61,28
116,8,2
117,97,84
118,4,3
119,1,14
120,1,13
121,22,113
122,4,18
123,8,5
124,19,21
125,13,35
128,127,13
129,2,1
130,12,5
131,19,2
132,73,80
133,80,151
134,20,10
136,66,48
137,141,124
138,5,3
140,2,10
141,14,41
142,0,0
143,3,2
144,151,63
145,0,1
146,0,4
148,454,0
149,92,14
150,113,58
151,590,21
153,207,59
155,2,6
156,0,0
158,50,77
159,3,10
160,17,5
161,161,172
162,34,23
163,0,0
164,0,0
166,0,0
167,81,39
168,18,10
169,7,5
170,7,7
171,47,15
172,9,8
173,9,5
174,6,41
175,0,0
176,10,10
177,60,39
178,29,7
179,22,23
180,2,0
181,148,49
182,23,14
184,14,12
185,18,7
186,0,0
187,38,16
188,77,34
189,78,20
190,33,63
191,29,11
194,3,3
195,18,8
200,25,9
201,2,5
202,10,13
203,6,22
204,0,0
205,70,49
206,11,7
207,45,11
208,8,2
209,175,149
210,27,1
211,0,1
213,5,0
214,5,4
215,1,26
216,0,6
218,28,20
219,12,19
220,11,12
221,44,45
222,0,0
223,34,49
225,0,0
226,21,20
227,24,13
228,0,0
229,0,0
230,29,232
231,45,4
232,22,6
235,1,1
236,2,5
237,17,152
238,8,5
239,426,140
240,106,87
241,4,0
242,7,16
243,52,109
244,61,34
245,11,6
246,7,0
248,11,6
249,4,0
250,354,449
251,400,8
252,639,577
253,59,55
256,53,48
257,19,17
258,200,60
260,6,3
261,63,79
262,26,4
263,0,0
264,35,46
265,5,7
266,130,108
267,22,13
268,139,115
269,71,108
270,0,0
271,2,3
272,21,16
273,0,0
274,143,99
275,50,32
276,18,85
280,0,0
281,0,0
282,38,3
283,103,55
284,188,3
286,290,572
287,11,365
288,83,62
289,535,164
292,880,77
293,0,0
295,2,14
296,19,25
297,10,10
298,4,0
301,10,8
303,10,8
304,17,16
307,0,13
308,0,1
309,0,5
310,4,3
311,29,48
313,16,16
314,0,0
315,3,0
316,0,23
317,111,80
318,68,53
319,0,0
320,14,29
321,224,189
323,130,87
325,59,60
326,0,0
327,81,26
329,102,104
330,18,8
331,6,0
332,0,2
333,0,0
334,33,37
335,42,65
337,6,2
340,810,74
341,29,76
342,17,26
343,0,10
344,71,144
345,158,15
346,19,138
347,1,94
349,7,127
350,18,25
352,113,4
353,51,58
354,0,0
355,44,49
356,71,86
358,71,19
359,299,38
360,25,9
361,15,7
362,67,73
363,144,7
364,3,0
365,10,0
366,15,43
367,248,14
368,65,33
369,66,74
370,94,81
371,47,14
372,26,46
373,1,0
374,1,15
375,0,81
376,122,55
377,19,20
378,16,9
379,310,126
380,2,2
381,2,0
382,6,21
383,14,53
384,11,2
385,2,7
387,17,6
388,2,3
389,2,0
390,94,91
391,7,70
392,4,6
393,3,6
394,87,152
397,123,55
399,0,0
400,0,42
401,56,21
402,14,11
403,24,17
404,40,9
405,10,1
406,2,2
407,0,0
408,13,4
409,84,24
411,73,36
412,800,64
414,49,69
415,65,65
416,72,79
417,0,0
418,0,0
419,19,11
421,3,0
422,105,7
423,2,59
424,64,276
426,75,13
427,20,23
428,22,53
429,60,15
431,8,3
432,8,1
433,21,36
434,175,141
435,3,7
436,10,25
437,33,37
438,25,11
439,124,122
440,78,47
443,13,9
444,1,1
446,1,1
447,2,2
448,8,52
449,1,5
452,0,169
453,177,4
454,0,0
459,0,41
460,67,172
461,0,0
463,61,114
464,0,0
465,13,18
467,14,0
469,42,22
470,39,52
473,0,0
474,3,5
475,0,4
476,239,127
478,38,167
479,7,5
481,12,6
482,0,0
485,0,0
486,0,0
487,83,74
488,25,11
489,105,48
