edgeID,DAY,NIGHT
0,47,36
1,9,47
2,20,65
3,77,60
4,9,2
5,3,3
7,34,11
8,434,242
9,54,70
10,0,0
11,14,108
12,0,0
13,42,6
14,5,45
15,797,25
16,0,0
17,2,68
18,0,4
19,672,435
20,3,23
21,0,0
22,15,6
23,95,46
24,95,78
25,0,0
26,15,7
27,62,42
29,54,39
33,31,24
34,49,134
35,13,0
36,26,1
37,5,40
38,53,59
39,0,0
40,26,270
41,50,22
43,10,2
44,29,17
45,2,0
46,3,3
47,13,4
48,3,18
49,328,16
50,20,40
51,377,3
52,137,50
53,249,58
54,76,39
55,29,125
56,0,0
57,14,70
59,49,24
60,1,0
62,60,57
63,13,13
64,2,3
66,143,89
67,310,68
68,84,250
69,113,175
70,230,44
71,59,27
72,134,89
73,50,20
76,8,46
77,0,0
78,1,7
79,3,15
80,8,2
81,48,164
82,14,6
83,2,2
85,12,5
86,5,3
87,14,7
88,31,17
89,608,59
90,0,0
91,6,1
92,19,9
95,130,74
99,36,27
100,158,54
101,3,40
103,0,1
106,0,0
107,0,0
109,78,14
110,37,23
111,8,1
112,29,7
113,18,14
114,20,16
115,63,31
116,4,9
117,83,68
118,6,6
119,0,37
120,2,8
121,31,84
122,16,19
123,5,7
124,14,27
125,14,47
128,87,15
129,2,0
130,4,4
131,9,9
132,85,90
133,81,162
134,30,10
136,92,37
137,136,120
138,1,0
140,0,9
141,13,30
142,0,0
143,3,1
144,153,75
145,2,1
146,6,9
148,445,2
149,81,10
150,113,67
151,551,32
153,203,77
155,1,4
156,0,0
158,64,62
159,1,8
160,31,18
161,190,211
162,52,18
163,0,0
164,0,7
166,0,0
167,79,60
168,11,2
169,8,6
170,3,7
171,17,17
172,4,7
173,4,3
174,10,32
175,0,0
176,15,16
177,65,43
178,14,6
179,7,23
180,7,1
181,112,44
182,37,11
184,12,8
185,15,8
186,0,0
187,37,24
188,66,41
189,70,18
190,43,51
191,18,7
194,6,0
195,24,3
200,9,7
201,3,8
202,4,14
203,8,14
204,1,0
205,80,68
206,10,1
207,42,21
208,4,2
209,164,191
210,28,2
211,0,0
213,1,0
214,4,8
215,0,28
216,0,3
218,33,25
219,18,10
220,8,11
221,40,31
222,0,0
223,48,52
225,1,1
226,18,24
227,28,22
228,0,0
229,0,0
230,27,259
231,52,8
232,12,5
235,0,0
236,8,8
237,25,207
238,19,5
239,501,152
240,122,96
241,2,4
242,3,17
243,53,124
244,68,50
245,14,14
246,9,3
248,11,9
249,6,4
250,303,483
251,365,5
252,648,558
253,56,46
256,76,45
257,25,25
258,219,60
260,8,8
261,72,73
262,39,6
263,0,0
264,19,46
265,3,7
266,159,115
267,42,23
268,139,136
269,51,117
270,0,0
271,0,3
272,12,7
273,0,1
274,162,74
275,71,46
276,15,100
280,0,2
281,0,0
282,37,5
283,128,62
284,219,2
286,306,555
287,12,357
288,100,51
289,555,153
292,879,84
293,0,2
295,2,19
296,19,20
297,7,9
298,4,3
301,4,5
303,8,15
304,10,12
307,1,17
308,0,4
309,1,7
310,10,3
311,41,54
313,14,8
314,1,0
315,0,4
316,2,20
317,134,81
318,75,71
319,0,0
320,15,48
321,267,231
323,131,66
325,65,72
326,0,0
327,78,41
329,101,121
330,19,11
331,4,0
332,0,2
333,1,1
334,36,37
335,58,51
337,6,2
340,794,96
341,35,108
342,13,29
343,0,18
344,65,165
345,164,24
346,22,143
347,15,104
349,13,152
350,17,31
352,164,5
353,58,44
354,0,0
355,30,68
356,75,83
358,82,23
359,326,47
360,23,11
361,22,13
362,101,67
363,158,8
364,3,0
365,10,0
366,11,26
367,254,16
368,82,43
369,70,58
370,101,90
371,29,16
372,14,43
373,0,0
374,0,21
375,0,84
376,107,48
377,10,31
378,13,28
379,370,163
380,7,0
381,1,3
382,0,20
383,23,55
384,7,2
385,8,21
387,17,7
388,7,4
389,0,0
390,83,101
391,8,65
392,4,3
393,8,4
394,94,150
397,134,83
399,0,0
400,0,54
401,55,18
402,12,8
403,27,11
404,37,6
405,14,3
406,9,0
407,0,0
408,12,10
409,72,20
411,67,27
412,809,68
414,62,57
415,83,50
416,110,73
417,0,0
418,0,0
419,20,14
421,3,0
422,117,8
423,2,51
424,55,272
426,78,16
427,20,24
428,27,49
429,52,21
431,4,2
432,5,8
433,19,27
434,165,138
435,2,4
436,14,32
437,27,46
438,28,13
439,119,127
440,103,46
443,11,7
444,0,1
446,4,4
447,4,4
448,6,52
449,5,3
452,0,208
453,128,6
454,0,0
459,4,27
460,61,139
461,0,0
463,67,103
464,0,0
465,28,7
467,8,0
469,51,29
470,36,35
473,0,0
474,4,4
475,2,4
476,245,158
478,37,168
479,2,4
481,6,5
482,0,0
485,0,0
486,0,0
487,91,69
488,37,12
489,111,28
490,61,10
491,68,80
492,26,5
