edgeID,DAY,NIGHT
0,57,53
1,4,54
2,35,87
3,112,71
4,14,1
5,1,5
7,41,25
8,482,302
9,62,77
10,0,0
11,4,106
12,0,0
13,80,12
14,3,38
15,949,34
16,0,0
17,2,90
18,12,4
19,735,456
20,4,19
21,0,0
22,17,6
23,101,70
24,116,76
25,3,2
26,15,8
27,62,50
29,75,30
33,52,60
34,61,136
35,21,0
36,30,0
37,12,50
38,60,46
39,0,0
40,39,240
41,33,43
43,10,12
44,33,10
45,1,0
46,10,3
47,8,5
48,3,23
49,319,12
50,45,49
51,424,0
52,134,48
53,295,72
54,101,55
55,30,127
56,0,0
57,8,65
59,67,29
60,1,0
62,65,61
63,4,27
64,5,1
66,155,89
67,404,71
68,86,306
69,147,203
70,248,50
71,45,26
72,137,119
73,48,27
76,3,82
77,0,0
78,4,3
79,2,9
80,20,0
81,48,218
82,14,8
83,0,6
85,9,8
86,8,4
87,16,9
88,31,14
89,658,57
90,0,0
91,2,2
92,6,6
95,147,94
99,39,16
100,172,63
101,4,32
103,0,1
106,0,0
107,0,0
109,82,17
110,29,25
111,1,2
112,35,10
113,10,7
114,14,17
115,57,40
116,6,2
117,80,98
118,10,8
119,4,31
120,6,18
121,28,123
122,13,11
123,5,7
124,16,28
125,27,44
128,121,21
129,4,4
130,4,6
131,5,6
132,99,65
133,119,127
134,30,11
136,92,56
137,155,128
138,6,6
140,4,8
141,11,28
142,0,0
143,3,3
144,138,76
145,1,0
146,2,11
148,539,0
149,99,15
150,111,65
151,609,30
153,212,67
155,3,7
156,0,0
158,53,59
159,8,12
160,19,18
161,177,235
162,41,9
163,3,0
164,1,6
166,0,0
167,87,49
168,16,17
169,2,3
170,5,3
171,22,11
172,8,5
173,10,8
174,16,45
175,0,0
176,18,13
177,46,52
178,20,4
179,21,31
180,8,2
181,164,51
182,29,6
184,9,11
185,14,6
186,0,0
187,41,19
188,73,34
189,81,29
190,45,67
191,32,7
194,4,3
195,5,11
200,16,7
201,3,7
202,13,12
203,4,29
204,2,4
205,98,67
206,7,10
207,52,25
208,5,4
209,181,171
210,25,11
211,3,0
213,4,2
214,14,1
215,0,37
216,0,7
218,38,31
219,21,17
220,15,7
221,61,47
222,0,0
223,49,69
225,1,2
226,28,24
227,28,35
228,0,0
229,0,0
230,30,320
231,59,7
232,11,10
235,1,1
236,5,5
237,28,194
238,9,14
239,522,151
240,101,92
241,5,4
242,7,15
243,70,117
244,55,68
245,8,13
246,6,6
248,7,11
249,4,2
250,391,478
251,465,5
252,709,635
253,88,70
256,108,53
257,16,34
258,271,68
260,10,7
261,84,77
262,27,6
263,0,0
264,23,50
265,2,7
266,198,113
267,39,29
268,160,152
269,76,79
270,0,0
271,4,2
272,18,17
273,0,1
274,145,74
275,57,52
276,23,116
280,0,3
281,0,0
282,40,5
283,138,68
284,192,7
286,330,623
287,2,351
288,129,82
289,652,212
292,1024,95
293,0,0
295,4,10
296,15,31
297,12,18
298,1,1
301,14,5
303,16,20
304,14,7
307,0,17
308,0,1
309,0,7
310,6,3
311,49,61
313,12,4
314,0,1
315,2,4
316,0,26
317,116,99
318,87,97
319,0,0
320,17,43
321,253,240
323,163,77
325,58,103
326,0,0
327,84,36
329,111,101
330,24,12
331,0,0
332,0,1
333,0,2
334,36,34
335,66,57
337,2,0
340,979,92
341,29,98
342,5,18
343,0,14
344,49,162
345,186,20
346,28,134
347,8,101
349,7,158
350,23,27
352,135,4
353,67,54
354,0,0
355,51,70
356,103,71
358,93,38
359,288,49
360,23,18
361,22,19
362,123,66
363,146,2
364,4,0
365,14,0
366,15,41
367,280,10
368,92,67
369,54,79
370,97,106
371,44,24
372,17,50
373,0,1
374,0,15
375,0,106
376,184,69
377,20,28
378,18,20
379,369,171
380,10,0
381,0,8
382,5,35
383,13,54
384,6,2
385,8,8
387,24,13
388,4,4
389,1,0
390,82,117
391,2,53
392,2,5
393,7,4
394,90,127
397,144,89
399,0,0
400,0,40
401,48,17
402,21,20
403,35,12
404,48,5
405,14,4
406,4,2
407,0,0
408,13,6
409,62,21
411,93,28
412,993,78
414,55,70
415,50,52
416,88,64
417,0,0
418,0,0
419,13,24
421,3,0
422,110,4
423,2,63
424,62,284
426,95,24
427,25,15
428,31,77
429,70,22
431,6,4
432,7,7
433,11,26
434,248,144
435,4,7
436,12,31
437,25,49
438,41,20
439,124,114
440,121,64
443,19,6
444,0,0
446,6,1
447,0,3
448,10,62
449,2,4
452,0,233
453,184,7
454,0,0
459,9,39
460,62,181
461,0,0
463,55,140
464,0,0
465,23,10
467,14,0
469,59,27
470,40,51
473,0,0
474,2,0
475,1,8
476,257,151
478,32,174
479,7,4
481,19,15
482,1,0
485,0,0
486,0,0
487,86,79
488,40,7
489,117,37
490,51,8
491,65,101
492,40,5
493,27,6
494,613,29
496,683,22
497,588,76
500,18,34
501,14,55
502,10,92
503,29,133
504,8,63
505,8,8
506,18,11
507,8,10
508,57,21
509,27,61
510,0,0
511,352,234
512,44,10
513,0,0
514,218,351
515,81,60
516,3,38
517,12,15
518,0,20
519,118,59
521,659,27
524,40,86
525,14,16
526,0,1
527,1,6
529,1,78
531,6,339
532,239,62
533,30,10
534,133,105
535,44,37
536,16,106
537,78,14
538,49,14
539,246,140
541,357,163
542,137,53
543,274,232
544,19,8
545,48,17
546,30,22
547,26,154
548,24,138
549,6,12
550,59,49
551,166,235
552,148,87
553,103,87
554,3,2
555,160,163
556,1,0
557,518,35
559,0,24
560,171,146
562,30,33
563,0,0
564,0,63
566,0,0
567,0,0
568,0,0
569,9,1
571,7,6
572,0,0
574,237,11
587,47,56
588,22,10
589,4,31
590,12,20
591,42,13
592,1,6
593,545,77
594,13,30
595,279,609
596,138,40
598,55,27
599,41,11
600,168,3
601,14,30
603,8,0
605,43,39
606,208,94
607,58,53
608,7,0
611,89,125
612,73,51
613,17,10
614,244,190
615,40,2
616,106,19
617,29,68
618,554,54
619,42,59
620,4,57
621,47,29
622,53,74
623,8,4
624,90,35
625,81,201
626,26,75
627,0,0
628,174,82
629,55,8
630,38,10
631,0,0
633,17,8
634,216,17
635,39,18
636,0,1
637,14,13
638,0,0
639,21,71
640,2,14
641,0,0
642,44,29
643,6,13
646,0,1
647,25,4
648,216,193
649,47,14
650,0,0
653,9,4
655,131,56
656,7,2
658,26,22
659,526,264
661,192,8
662,856,23
663,1,230
664,9,6
665,86,6
666,0,5
667,71,12
668,8,155
670,1,5
672,12,50
673,55,58
674,22,63
675,20,8
676,5,48
677,51,64
678,219,179
679,85,47
680,153,85
681,93,140
682,275,179
683,29,7
684,7,14
685,1,3
686,62,102
687,0,1
688,64,103
690,0,6
691,5,109
692,3,56
693,13,23
694,9,4
695,11,13
696,28,15
697,12,2
698,0,0
699,6,66
700,5,68
702,8,10
703,56,56
704,9,33
706,187,82
707,0,0
708,68,48
709,66,100
710,3,1
711,175,238
712,12,3
713,9,4
715,113,293
716,20,26
717,5,12
718,157,113
719,3,29
720,203,169
722,105,136
723,31,46
724,62,97
725,56,86
727,9,3
728,7,19
729,4,13
732,9,8
733,30,30
735,0,2
736,2,4
737,14,62
738,12,52
739,8,30
740,9,108
741,0,0
742,28,11
743,71,56
744,58,95
745,106,112
746,62,87
747,97,54
748,102,63
749,187,64
752,8,6
754,12,57
755,12,51
756,20,2
757,44,8
758,79,15
759,26,12
760,0,0
761,4,5
762,0,0
763,2,8
764,1,10
765,14,7
769,29,9
770,10,5
772,21,43
774,7,6
775,17,18
776,1,2
779,15,6
782,0,0
785,13,6
786,20,107
787,16,8
788,0,0
789,126,79
790,16,13
791,8,27
793,7,13
794,0,2
795,0,0
796,0,0
797,92,73
798,86,57
799,0,0
800,83,56
801,2,4
802,19,31
805,447,233
806,17,53
807,114,80
808,116,116
809,0,0
810,160,33
811,0,0
812,0,0
813,62,47
814,0,0
815,86,95
816,28,6
817,198,201
818,225,2
819,0,0
820,254,269
821,106,29
822,55,10
823,0,0
825,154,127
826,197,170
829,71,54
830,51,49
831,61,69
832,15,5
833,59,48
835,41,34
836,32,46
837,12,1
839,105,83
840,71,137
841,179,211
844,6,3
845,6,7
848,1,0
849,3,2
853,3,10
854,2,3
855,13,10
856,7,0
857,12,6
860,0,0
861,21,4
862,5,1
864,2,4
865,0,2
868,0,0
870,5,2
871,11,8
872,10,4
874,0,2
875,5,4
876,0,3
879,14,35
880,25,5
881,19,8
882,10,14
883,2,128
884,32,157
885,46,30
886,265,148
887,15,55
888,181,48
889,412,676
890,0,0
892,31,10
893,77,56
894,4,8
896,56,42
897,7,3
898,3,2
899,6,1
901,7,4
902,3,14
904,33,7
905,4,5
906,0,0
907,5,3
908,252,575
909,144,117
910,124,153
911,28,19
913,11,1
914,0,13
915,10,5
916,1,0
919,60,63
920,0,0
922,39,19
923,1,4
926,52,32
927,0,0
935,81,20
936,212,116
937,0,0
938,18,15
940,9,4
941,0,0
945,6,10
946,8,11
947,35,147
948,2,0
950,18,12
951,0,1
952,0,0
954,34,28
956,25,20
957,68,111
959,20,7
960,22,12
962,31,200
963,6,0
964,0,0
965,0,0
967,3,4
968,81,40
971,74,67
972,4,2
973,0,0
975,30,18
976,0,2
979,4,17
980,16,27
981,7,2
984,36,21
985,85,68
986,7,6
992,4,4
993,26,21
994,61,16
995,137,53
996,139,53
997,132,52
998,23,41
1000,7,19
1002,42,54
1003,34,96
1004,0,7
1005,3,0
1013,67,32
1014,70,18
1015,318,4
1017,0,0
1018,20,43
1019,119,116
1020,14,18
1021,59,80
1022,31,0
1024,22,2
1025,28,9
1026,34,9
1027,40,0
1028,0,0
1029,127,33
1030,10,26
1031,25,52
1032,45,12
1033,76,91
1034,66,6
1035,0,1
1037,66,38
1038,169,147
1039,17,30
1040,39,21
1041,69,62
1042,24,13
1043,4,4
1044,189,110
1049,74,32
1050,3,1
1051,67,88
1052,105,19
1053,0,3
1055,0,6
1056,0,0
1057,0,0
1059,146,127
1060,23,34
1061,15,12
1062,16,7
1063,7,2
1064,6,5
1069,0,0
1070,0,0
1071,25,27
1073,0,0
1074,19,5
1075,14,4
1076,0,0
1077,0,0
1078,30,38
1079,0,0
1083,5,1
1084,0,2
1085,69,183
1086,22,50
1087,12,0
1088,0,0
1089,50,20
1090,0,0
1091,4,38
1092,12,84
1094,464,65
1095,9,109
1096,385,36
1099,1006,32
1100,26,48
1101,188,79
1102,155,64
1103,27,27
1105,5,0
1106,7,4
1107,47,16
1108,13,6
1109,35,4
1110,31,11
1111,1,1
1112,0,0
1113,1,0
1114,1,2
1115,7,7
1117,10,4
1118,0,0
1119,69,14
1120,73,15
1122,4,5
1125,18,7
1127,0,0
1129,0,1
1131,50,35
1133,17,5
1134,15,41
1135,59,14
1137,0,25
1139,19,55
1140,65,111
1141,190,278
1142,176,201
1143,49,16
1144,66,91
1145,32,24
1147,0,0
1151,20,14
1152,96,70
1153,0,0
1154,0,0
1156,172,66
1157,196,78
1158,69,50
1162,88,350
1163,6,2
1164,33,117
1165,57,24
1167,81,10
1168,14,4
1169,71,6
1170,11,2
1171,2,3
1172,5,0
1175,62,8
1176,34,160
1177,5,1
1178,70,38
1179,5,2
1180,12,13
1181,33,38
1182,19,29
1189,5,3
1190,2,1
1192,0,0
1194,1,0
1196,0,0
1197,0,0
1198,9,8
1202,88,70
1204,0,17
1205,87,4
1206,23,28
1207,53,15
1208,0,0
1210,9,23
1211,110,29
1212,12,33
1213,22,4
1214,85,34
1215,15,7
1216,14,2
1217,0,0
1218,85,45
1219,12,38
1220,95,66
1221,117,103
1222,56,27
1223,38,35
1224,33,12
1225,69,97
1226,40,56
1227,65,65
1228,33,53
1229,40,57
1231,0,0
1233,2,4
1234,17,0
1235,0,0
1236,2,58
1237,12,54
1238,1,6
1239,16,54
1241,12,10
1243,13,11
1246,24,65
1247,1241,107
1248,73,63
1249,1,9
1250,0,0
1251,4,2
1252,10,0
1253,154,117
1254,0,0
1255,30,189
1259,62,5
1260,0,1
1261,1,0
1263,32,47
1264,0,1
1265,25,16
1266,321,180
1267,78,28
1270,101,12
1271,307,147
1272,63,11
1273,3,4
1274,11,4
1275,0,0
1276,141,86
1277,14,6
1279,15,46
1280,38,18
1284,49,11
1294,0,0
1295,34,25
1296,18,13
1299,684,30
1300,0,0
1301,0,3
1303,155,184
1304,19,4
1305,40,24
1306,83,48
1307,844,15
1308,4,0
1312,6,0
1313,0,0
1314,14,59
1315,40,62
1316,87,15
1319,26,13
1320,12,16
1321,137,56
1322,34,36
1323,61,62
1324,107,21
1326,71,188
1327,0,48
1328,668,65
1330,12,13
1331,54,63
1332,8,5
1333,38,63
1334,9,1
1337,152,31
1338,0,0
1339,73,38
1341,0,0
1342,62,24
1343,69,4
1344,31,11
1346,0,0
1347,0,1
1350,42,11
1352,120,73
1353,12,178
1354,74,140
1355,47,89
1356,45,103
1357,147,171
1358,1,8
1360,35,20
1361,32,86
1362,65,76
1363,27,29
1364,51,44
1365,33,118
1367,22,3
1368,202,94
1370,66,105
1371,199,32
1372,13,17
1373,58,16
1374,0,0
1375,12,6
1376,0,0
1377,10,19
1378,31,53
1380,75,152
1383,16,3
1384,0,1
1385,42,24
1386,55,66
1387,26,20
1388,15,33
1389,15,142
1390,37,70
1391,216,211
1392,230,450
1393,4,5
1394,5,66
1395,126,127
1396,5,5
1397,4,7
1398,0,0
1399,0,0
1400,0,0
1402,1,0
1403,0,0
1410,0,0
1411,1,2
1412,2,0
1417,0,0
1421,0,4
1423,0,2
1426,32,86
1428,8,232
1429,15,202
1430,54,26
1431,18,4
1433,31,94
1438,62,41
1439,52,234
1440,101,66
1441,16,21
1442,4,0
1443,3,22
1444,0,8
1445,7,7
1446,227,85
1447,40,80
1449,9,5
1454,22,0
1456,76,174
1458,0,42
1459,36,17
1463,67,5
1464,39,10
1467,7,5
1468,0,0
1469,100,4
1470,138,31
1471,4,10
1474,0,0
1476,2,1
1477,4,34
1478,60,21
1480,9,39
1481,3,3
1483,639,7
1484,0,0
1485,5,4
1487,5,4
1488,1041,93
1489,72,29
1490,104,134
1491,107,64
1492,234,205
1493,108,128
1494,14,4
1495,77,56
1496,45,20
1497,97,53
1498,85,91
1501,7,5
1502,14,8
1503,48,16
1504,17,13
1505,7,1
1507,0,1
1508,1,3
1509,86,0
1510,25,2
1511,2,12
1512,4,3
1513,7,1
1514,25,8
1515,28,6
1516,194,66
1517,3,4
1518,10,18
1522,5,3
1523,3,0
1524,610,38
1525,96,55
1526,56,35
1527,57,0
1529,152,89
1531,0,2
1533,0,0
1534,2,2
1535,14,7
1537,113,98
1538,3,3
1539,5,7
1540,16,9
1541,16,13
1542,10,0
1544,6,14
1545,1,0
1546,27,10
1547,125,116
1552,34,7
1553,27,8
1555,44,43
1556,4,1
1557,22,83
1564,54,25
1565,7,35
1566,7,99
1570,5,0
1571,5,5
1572,0,206
1573,16,76
1574,26,10
1577,80,43
1581,3,0
1582,0,0
1583,45,0
1584,31,0
1585,56,0
1587,0,0
1588,48,0
1589,145,3
1590,70,3
1591,85,0
1592,49,2
1597,3,1
1598,258,130
1599,106,128
1600,0,0
1602,0,0
1604,0,0
1605,0,0
1606,1251,43
1607,25,195
1608,0,0
1610,52,155
1611,359,20
1612,0,1
1613,90,112
1614,57,28
1615,5,11
1616,11,33
1617,0,10
1618,68,18
1619,77,57
1621,66,109
1623,139,91
1624,56,35
1625,1,6
1626,150,63
1627,126,95
1628,143,87
1629,149,113
1630,4,2
1631,6,2
1632,24,16
1633,43,37
1634,56,19
1635,23,12
1636,0,37
1644,9,3
1645,16,26
1648,108,170
1651,35,15
1652,11,18
1655,142,1
1656,31,0
1659,62,0
1661,110,0
1662,1,2
1663,16,2
1664,33,0
1665,15,0
1666,0,0
1668,0,0
1669,27,27
1671,6,0
1672,10,3
1673,91,12
1681,0,0
1683,21,15
1684,3,3
1687,39,48
1691,11,6
1692,9,9
1694,0,0
1695,2,51
1696,353,8
1697,0,0
1699,0,0
1700,0,0
1701,980,101
1702,978,101
1703,213,95
1704,0,0
1705,56,64
1706,15,18
1707,31,25
1708,67,7
1709,11,21
1710,10,19
1711,8,11
1713,7,0
1714,21,72
1715,21,56
1716,10,6
1721,394,342
1724,0,0
1726,16,10
1731,102,24
1733,35,31
1736,23,7
1737,1,4
1741,9,5
1742,262,19
1743,29,0
1745,92,111
1746,103,340
1747,121,70
1748,15,126
1750,7,5
1751,7,5
1754,159,63
1755,103,2
1758,11,9
1759,0,0
1760,43,78
1761,27,5
1762,3,0
1766,0,0
1768,39,4
1770,38,34
1771,69,30
1772,12,16
1773,4,5
1774,37,11
1775,9,3
1776,0,0
1777,26,25
1778,30,10
1779,37,40
1782,0,2
1784,0,0
1785,74,9
1786,0,1
1787,74,10
1788,13,196
1789,36,214
1790,0,0
1791,288,60
1793,10,10
1794,2,70
1795,21,10
1796,62,8
1797,0,0
1800,0,1
1803,4,9
1805,2,11
1806,3,12
1807,0,0
1808,0,0
1809,27,21
1810,45,37
1812,21,17
1814,0,0
1815,0,0
1816,6,3
1817,7,10
1818,0,6
1819,0,6
1820,8,14
1822,67,77
1827,0,0
1830,6,1
1835,0,0
1837,0,4
1851,228,74
1852,225,144
1853,1,0
1857,68,8
1858,85,359
1859,19,12
1860,97,1
1862,0,0
1864,37,97
1866,0,0
1867,0,17
1869,117,200
1870,66,34
1871,61,102
1872,53,23
1874,21,22
1875,97,188
1876,0,0
1877,1,44
1878,99,39
1879,99,46
1880,398,76
1882,21,7
1883,12,7
1889,8,8
1891,0,0
1892,22,16
1894,23,8
1896,17,18
1897,3,0
1898,6,2
1899,0,0
1900,4,0
1901,0,0
1903,21,0
1904,19,3
1906,10,30
1907,21,105
1908,97,184
1909,87,50
1910,88,52
1911,12,150
1912,0,0
1913,44,12
1914,15,21
1915,0,0
1917,98,114
1920,35,0
1922,3,0
1923,5,0
1924,27,1
1930,0,0
1931,165,87
1932,32,21
1933,110,55
1934,12,5
1935,87,16
1936,0,55
1937,182,255
1938,0,0
1939,0,0
1940,9,52
1941,23,30
1943,136,178
1944,160,101
1945,63,12
1946,81,54
1948,111,98
1949,695,276
1950,2,1
1951,122,59
1952,124,36
1953,152,90
1955,84,134
1956,108,164
1957,51,37
1958,62,102
1959,49,53
1960,52,50
1961,82,119
1962,33,65
1963,28,30
1964,5,3
1969,53,383
1970,15,9
1972,0,0
1974,763,5
1975,16,49
1976,0,1
1977,17,3
1979,0,0
1980,26,5
1981,17,13
1982,82,42
1983,20,2
1985,0,0
1986,0,0
1988,110,64
1989,0,0
1990,0,0
1992,163,113
1993,0,0
1994,0,0
1995,79,79
1996,30,4
1998,16,9
1999,71,47
2000,0,0
2001,29,104
2002,34,19
2003,31,10
2004,205,192
2005,44,18
2006,49,36
2007,53,15
2008,10,9
2009,2,9
2014,0,0
2019,5,76
2020,25,20
2021,0,4
2023,7,4
2024,44,15
2025,71,97
2026,2,3
2028,88,55
2029,37,33
2030,9,29
2033,24,85
2034,11,11
2035,21,10
2036,6,3
2039,4,2
2040,0,0
2041,3,2
2045,35,13
2048,8,13
2049,0,0
2051,34,67
2054,50,0
2056,0,0
2058,11,3
2070,286,117
2071,0,0
2075,0,0
2078,1,0
2081,81,0
2082,9,0
2083,112,122
2084,32,0
2085,35,0
2086,3,0
2098,0,0
2107,2,2
2108,1,0
2111,14,6
2116,0,0
2118,3,4
2119,13,3
2122,48,5
2123,12,15
2126,0,0
2127,26,19
2136,0,3
2138,39,6
2139,18,3
2140,40,3
2147,93,99
2149,1,7
2151,13,50
2155,164,34
2156,11,3
2157,14,8
2159,0,1
2161,30,2
2162,6,12
2164,1,4
2165,24,141
2166,175,128
2167,130,108
2168,199,107
2169,0,0
2170,5,15
2171,6,10
2185,3,1
2186,5,3
2187,10,25
2188,0,0
2189,27,17
2190,0,0
2195,90,136
2196,0,0
2197,127,11
2198,65,34
2199,67,30
2200,52,47
2201,84,26
2202,222,173
2203,51,37
2204,61,67
2205,0,0
2207,6,0
2208,0,0
2209,2,3
2210,0,0
2211,213,84
2212,188,265
2217,2,0
2218,38,69
2219,29,18
2220,9,6
2221,14,4
2222,13,7
2223,13,7
2224,14,3
2225,79,71
2226,7,0
2227,14,10
2229,5,10
2230,5,1
2234,0,0
2235,7,4
2236,6,4
2237,12,0
2238,9,0
2239,2,1
2240,2,42
2242,20,2
2243,3,0
2244,0,0
2246,7,0
2247,4,0
2248,0,0
2249,26,82
2250,8,6
2251,2,4
2252,0,5
2253,9,2
2254,6,5
2255,1,5
2256,11,5
2257,0,0
2258,97,100
2259,48,37
2260,7,1
2262,9,7
2263,8,6
2265,1,2
2271,0,0
2272,8,2
2274,25,15
2275,30,12
2276,43,18
2277,30,14
2278,30,35
2280,17,27
2281,44,16
2282,0,0
2283,123,68
2284,34,40
2285,25,19
2286,54,37
2287,0,0
2288,56,75
2289,107,106
2290,164,135
2291,97,86
2292,114,54
2293,211,140
2294,10,8
2295,183,153
2297,0,0
2298,84,87
2299,125,78
2300,97,45
2304,49,0
2305,70,0
2306,56,0
2307,4,0
2308,0,0
2310,1,0
2311,31,17
2312,36,20
2313,100,77
2314,41,16
2315,47,11
2316,30,32
2317,34,46
2318,94,81
2319,100,57
2320,0,0
2322,51,32
2323,21,7
2324,35,13
2325,33,13
2326,539,440
2328,25,8
2329,0,0
2330,67,28
2331,164,166
2332,155,153
2334,9,3
2335,23,30
2336,97,68
2337,66,87
2338,37,21
2339,78,23
2340,40,5
2341,16,47
2342,54,22
2344,153,80
2345,86,176
2346,296,101
2347,112,202
2348,98,76
2350,25,9
2352,0,0
2353,32,20
2354,21,3
2355,0,19
2359,5,0
2361,0,0
2363,6,5
2364,10,2
2370,0,0
2372,11,12
2376,8,3
2377,9,7
2378,34,17
2379,47,23
2380,13,15
2381,12,14
2382,60,5
2383,6,4
2387,89,125
2388,68,48
2389,0,0
2390,24,144
2391,6,7
2393,12,7
2397,88,75
2401,460,673
2403,7,0
2404,28,0
2405,2,0
2407,31,0
2409,0,0
2411,3,0
2412,2,0
2434,128,178
2439,277,258
2440,0,0
2441,112,34
2442,132,125
2443,63,48
2444,12,55
2446,0,0
2455,514,565
2456,138,102
2459,47,39
2461,55,69
2462,3,9
2463,0,0
2464,28,43
2465,0,0
2466,1,4
2467,408,113
2468,42,25
2469,40,69
2470,38,2
2471,68,7
2472,17,3
2473,8,3
2476,7,61
2477,12,7
2478,16,6
2480,0,0
2481,148,88
2487,0,0
2488,0,10
2489,45,68
2492,0,0
2493,0,2
2494,0,7
2498,0,2
2499,65,32
2501,48,2
2506,313,49
2507,0,7
2508,37,10
2509,4,70
2510,13,33
2511,15,54
2513,20,12
2514,0,0
2515,33,50
2517,43,35
2518,58,34
2519,103,93
2520,154,126
2521,5,44
2523,4,7
2529,8,1
2532,144,41
2534,34,10
2535,16,11
2536,27,83
2537,16,52
2538,0,1
2539,52,12
2540,4,0
2544,4,1
2549,44,0
2550,33,0
2551,184,126
2552,254,0
2553,7,0
2554,45,0
2557,23,0
2559,7,9
2560,19,0
2564,167,117
2568,7,4
2569,0,5
2570,7,10
2574,0,0
2583,21,10
2584,9,5
2586,11,72
2593,1,0
2598,159,59
2599,3,1
2600,41,23
2601,52,36
2602,41,35
2603,399,0
2604,12,1
2605,1,0
2606,72,245
2607,65,62
2609,20,34
2610,0,0
2612,13,11
2613,27,17
2614,29,33
2617,8,1
2619,45,80
2620,9,2
2621,105,58
2622,0,0
2623,0,0
2626,11,8
2631,64,97
2633,0,0
2634,0,0
2635,5,9
2637,59,2
2639,150,8
2640,102,2
2642,56,29
2643,0,0
2644,438,3
2646,0,0
2647,65,58
2648,95,72
2649,96,204
2650,11,1
2651,3,2
2652,43,13
2653,260,75
2655,0,0
2656,30,69
2657,0,0
2660,0,0
2664,0,0
2665,12,4
2666,2,22
2670,0,0
2676,278,143
2683,89,81
2686,23,2
2687,0,0
2688,36,42
2689,61,109
2695,0,0
2697,3,3
2698,10,7
2701,60,13
2703,12,144
2704,299,375
2705,514,245
2707,16,15
2709,0,0
2710,0,0
2711,20,20
2716,0,0
2719,0,54
2720,15,31
2721,0,0
2722,1,0
2730,1,0
2735,5,145
2736,0,0
2737,0,0
2739,2,7
2740,0,1
2742,0,0
2743,73,28
2746,54,21
2747,24,8
2748,36,93
2749,13,19
2750,84,66
2751,1,10
2752,5,0
2753,4,0
2756,51,117
2759,28,20
2760,11,27
2761,58,102
2763,37,0
2764,41,0
2770,185,102
2773,96,45
2774,11,76
2775,4,68
2776,34,14
2779,50,61
2780,14,9
2782,2,4
2784,0,0
2785,125,23
2791,1,4
2792,127,236
2793,37,13
2794,8,8
2795,15,8
2796,0,0
2798,0,0
2799,45,0
2800,752,22
2802,0,0
2803,2,1
2804,0,0
2807,65,83
2808,0,0
2810,24,93
2811,14,181
2814,16,14
2815,183,221
2816,234,239
2819,57,52
2821,34,23
2822,183,41
2824,26,8
2826,705,57
2827,15,8
2828,103,49
2829,1,4
2830,29,16
2840,13,13
2841,7,5
2842,0,0
2843,2,2
2844,2,2
2845,33,22
2847,0,0
2850,52,28
2851,494,616
2854,0,0
2855,408,551
2858,197,136
2859,0,0
2860,193,128
2861,0,0
2862,94,52
2863,137,160
2864,173,187
2865,356,471
2866,408,551
2868,46,29
2869,73,48
2870,12,64
2871,77,63
2873,0,0
2874,149,75
2875,196,146
2876,0,0
2877,215,260
2878,261,285
2879,217,256
2881,183,135
2882,395,261
2883,0,34
2884,426,325
2885,162,615
2886,11,4
2889,0,0
2890,38,19
2894,9,5
2895,19,147
2896,17,9
2897,10,1
2899,0,0
2905,45,124
2916,83,66
2917,166,21
2918,292,54
2919,243,221
2920,27,160
2921,35,27
2922,382,290
2923,220,219
2924,144,101
2925,59,61
2926,119,57
2927,92,64
2928,7,5
2929,140,161
2930,18,17
2931,0,1
2933,44,40
2934,0,0
2935,39,90
2938,127,62
2939,2,8
2941,65,21
2943,12,127
2944,298,22
2945,381,36
2946,57,62
2947,0,103
2948,304,17
2951,27,28
2952,23,34
2953,0,127
2954,47,63
2955,0,0
2956,181,115
2957,0,0
2959,127,21
2960,622,21
2961,0,0
2962,70,11
2963,0,0
2967,23,10
2968,10,10
2970,85,77
2972,0,0
