edgeID,DAY,NIGHT
0,45,61
1,0,67
2,40,101
3,95,70
4,13,2
5,0,7
7,41,19
8,434,277
9,56,72
10,0,0
11,7,101
12,0,0
13,56,8
14,5,39
15,785,52
16,0,0
17,0,81
18,6,3
19,661,393
20,6,19
21,0,0
22,17,3
23,55,45
24,117,63
25,0,0
26,14,6
27,75,33
29,75,47
33,38,37
34,50,136
35,17,0
36,28,0
37,15,36
38,53,44
39,0,0
40,26,232
41,18,44
43,9,11
44,28,9
45,0,1
46,4,4
47,9,3
48,2,10
49,289,14
50,23,47
51,366,2
52,88,51
53,236,63
54,66,35
55,46,145
56,0,0
57,14,55
59,62,28
60,1,0
62,58,48
63,13,11
64,2,3
66,163,71
67,336,67
68,72,301
69,111,177
70,308,52
71,57,19
72,107,116
73,48,18
76,5,65
77,0,0
78,2,3
79,2,15
80,17,2
81,55,214
82,7,10
83,3,5
85,4,2
86,4,3
87,17,8
88,35,19
89,546,57
90,0,0
91,1,6
92,11,4
95,120,76
99,29,11
100,166,43
101,11,39
103,0,1
106,0,0
107,0,0
109,71,16
110,33,21
111,2,4
112,35,6
113,6,3
114,12,9
115,55,32
116,5,6
117,88,68
118,10,3
119,2,26
120,3,10
121,38,105
122,16,20
123,6,5
124,18,34
125,19,49
128,138,23
129,1,1
130,9,8
131,5,4
132,72,73
133,87,155
134,19,9
136,107,52
137,157,96
138,7,5
140,1,7
141,17,30
142,0,0
143,1,3
144,155,74
145,1,1
146,4,10
148,490,0
149,83,5
150,107,71
151,616,21
153,201,81
155,3,9
156,0,0
158,65,52
159,3,3
160,34,15
161,157,202
162,44,15
163,3,0
164,1,7
166,0,0
167,87,39
168,15,9
169,6,5
170,5,1
171,33,5
172,6,4
173,3,5
174,15,34
175,0,0
176,14,10
177,67,62
178,14,8
179,19,18
180,6,1
181,135,46
182,29,6
184,10,9
185,18,13
186,0,0
187,49,24
188,80,48
189,77,33
190,35,64
191,16,12
194,3,2
195,30,5
200,18,13
201,6,9
202,7,8
203,6,32
204,1,3
205,92,62
206,17,5
207,59,32
208,3,1
209,187,164
210,30,9
211,1,2
213,7,0
214,5,10
215,0,26
216,0,8
218,34,23
219,23,13
220,12,11
221,60,39
222,0,0
223,43,44
225,0,1
226,19,21
227,24,29
228,0,0
229,0,0
230,36,250
231,37,3
232,14,9
235,1,0
236,2,8
237,17,172
238,8,7
239,492,150
240,113,84
241,4,2
242,4,11
243,49,112
244,73,51
245,11,10
246,2,0
248,6,9
249,6,2
250,362,466
251,359,8
252,618,642
253,96,44
256,82,49
257,18,39
258,239,84
260,5,5
261,75,85
262,25,2
263,0,0
264,30,42
265,4,4
266,171,116
267,37,27
268,137,112
269,67,114
270,0,0
271,2,5
272,20,10
273,0,1
274,126,71
275,56,61
276,24,113
280,0,0
281,0,0
282,29,5
283,114,66
284,144,4
286,324,630
287,12,348
288,78,58
289,568,175
292,917,87
293,0,1
295,3,11
296,19,26
297,8,11
298,2,2
301,16,5
303,7,14
304,23,8
307,2,12
308,1,2
309,1,2
310,8,9
311,28,55
313,14,12
314,0,3
315,2,0
316,1,14
317,104,101
318,75,77
319,0,0
320,17,40
321,218,211
323,137,90
325,50,77
326,0,0
327,96,34
329,107,82
330,19,21
331,3,0
332,0,2
333,0,3
334,38,41
335,55,66
337,6,2
340,837,88
341,21,87
342,7,18
343,0,9
344,68,174
345,158,19
346,24,99
347,11,82
349,9,155
350,27,33
352,108,2
353,50,44
354,0,0
355,46,53
356,95,70
358,74,33
359,312,49
360,20,11
361,26,15
362,103,88
363,164,2
364,4,0
365,9,0
366,13,33
367,292,16
368,71,42
369,55,69
370,82,81
371,38,11
372,18,42
373,0,0
374,0,16
375,0,66
376,145,54
377,17,26
378,19,19
379,301,106
380,5,2
381,2,0
382,8,13
383,13,38
384,8,2
385,7,5
387,12,26
388,8,5
389,0,1
390,75,92
391,4,55
392,4,3
393,7,2
394,69,111
397,124,81
399,0,0
400,0,47
401,54,29
402,16,11
403,18,23
404,38,6
405,11,0
406,2,0
407,0,0
408,8,7
409,81,20
411,66,29
412,848,79
414,55,55
415,65,52
416,95,70
417,0,0
418,0,0
419,16,27
421,2,0
422,130,2
423,4,43
424,59,297
426,91,20
427,24,31
428,31,88
429,68,12
431,5,1
432,7,1
433,23,21
434,197,166
435,7,11
436,10,24
437,24,38
438,33,16
439,119,113
440,68,53
443,13,3
444,2,0
446,0,4
447,3,3
448,4,70
449,3,10
452,0,172
453,161,6
454,0,0
459,9,31
460,54,200
461,0,0
463,64,154
464,0,0
465,15,8
467,5,0
469,48,26
470,26,51
473,0,0
474,0,1
475,0,1
476,247,178
478,37,160
479,6,12
481,12,7
482,0,0
485,0,0
486,0,0
487,82,70
488,29,9
489,106,33
490,53,5
491,74,88
492,30,8
493,32,8
494,515,31
496,602,27
497,567,81
500,19,41
501,17,44
502,9,71
503,16,144
504,8,49
505,8,8
506,8,9
507,10,13
508,54,9
509,25,61
510,0,0
511,269,195
512,29,10
513,0,0
514,199,304
515,63,38
516,5,42
517,16,8
518,1,20
519,70,50
521,530,44
524,58,87
525,13,10
526,0,1
527,1,2
529,5,76
531,10,370
532,208,78
533,24,12
534,101,125
535,30,29
536,21,104
537,60,17
538,38,14
539,186,104
541,295,143
542,138,59
543,223,179
544,21,10
545,39,15
546,41,30
547,18,119
548,12,112
549,11,7
550,59,58
551,172,245
552,110,111
553,110,106
554,3,1
555,129,165
556,5,1
557,396,38
559,1,21
560,155,154
562,31,29
563,0,0
564,0,71
566,0,0
567,0,0
568,0,0
569,10,5
571,7,2
572,0,0
574,194,23
587,45,31
588,12,9
589,2,12
590,16,18
591,32,11
592,0,6
593,545,83
594,14,31
595,224,615
596,121,26
598,48,30
599,25,4
600,147,0
601,9,24
603,7,0
605,33,28
606,152,99
607,56,53
608,4,0
611,78,133
612,80,40
613,13,13
614,208,162
615,16,8
616,96,7
617,23,46
618,459,55
619,50,46
620,3,64
621,23,32
622,33,48
623,15,6
624,85,41
625,66,175
626,29,83
627,0,0
628,176,63
629,65,4
630,35,8
631,0,0
633,22,5
634,186,6
635,23,24
636,0,0
637,1,6
638,1,2
639,29,75
640,0,6
641,0,0
642,48,24
643,8,16
646,0,0
647,24,13
648,193,147
649,35,8
650,0,0
653,5,8
655,118,27
656,7,2
658,22,17
659,438,267
661,167,9
662,773,20
663,1,164
664,8,4
665,56,3
666,4,1
667,72,4
668,15,154
670,0,4
672,7,42
673,66,52
674,16,77
675,16,11
676,6,37
677,72,49
678,195,144
679,82,28
680,149,117
681,49,149
682,240,179
683,36,13
684,0,12
685,3,0
686,47,85
687,0,0
688,47,85
690,2,5
691,11,104
692,2,37
693,13,16
694,8,6
695,2,26
696,6,13
697,1,3
698,0,0
699,5,74
700,7,76
702,5,25
703,49,48
704,9,47
706,154,91
707,0,0
708,63,51
709,49,95
710,0,1
711,148,241
712,4,1
713,4,7
715,97,244
716,21,26
717,5,28
718,141,126
719,13,25
720,207,134
722,87,100
723,31,30
724,66,68
725,58,64
727,4,5
728,2,15
729,0,13
732,12,4
733,29,22
735,0,2
736,2,0
737,12,80
738,20,68
739,3,35
740,6,120
741,0,0
742,23,16
743,74,53
744,46,79
745,111,119
746,57,92
747,66,45
748,98,72
749,183,38
752,9,6
754,20,69
755,16,65
756,11,1
757,46,9
758,70,13
759,9,2
760,0,0
761,4,4
762,0,2
763,3,10
764,0,3
765,9,9
769,16,8
770,18,10
772,21,28
774,11,5
775,12,17
776,4,1
779,13,2
782,0,0
785,13,6
786,35,84
787,11,10
788,0,0
789,137,85
790,18,16
791,11,17
793,18,12
794,0,0
795,0,0
796,0,0
797,90,41
798,69,55
799,0,0
800,84,57
801,5,1
802,9,19
805,409,237
806,13,40
807,89,73
808,94,114
809,0,0
810,116,40
811,0,0
812,0,0
813,60,59
814,0,0
815,61,70
816,8,13
817,166,173
818,252,2
819,0,0
820,258,241
821,94,26
822,36,17
823,0,0
825,128,115
826,176,156
829,67,43
830,54,41
831,62,62
832,9,4
833,44,51
835,46,29
836,22,43
837,11,3
839,95,89
840,68,103
841,152,141
844,3,3
845,10,6
848,1,2
849,3,3
853,0,8
854,0,4
855,10,12
856,6,0
857,15,3
860,0,0
861,8,1
862,3,1
864,3,4
865,3,3
868,0,0
870,1,5
871,13,6
872,18,1
874,0,7
875,11,7
876,0,2
879,12,28
880,25,3
881,21,5
882,14,15
883,3,135
884,48,152
885,57,26
886,250,118
887,15,65
888,136,51
889,337,665
890,0,0
892,30,2
893,58,53
894,7,2
896,51,46
897,10,0
898,2,1
899,7,2
901,9,0
902,5,9
904,37,6
905,3,3
906,0,0
907,2,3
908,239,588
909,113,130
910,105,113
911,30,21
913,13,0
914,0,8
915,6,4
916,1,0
919,39,71
920,0,0
922,38,13
923,0,5
926,40,19
927,0,0
935,52,16
936,205,117
937,0,0
938,15,21
940,3,0
941,0,0
945,7,6
946,6,7
947,16,119
948,4,1
950,20,8
951,2,0
952,0,0
954,28,17
956,21,8
957,41,114
959,27,7
960,9,9
962,25,214
963,6,1
964,0,0
965,0,0
967,6,2
968,84,37
971,57,68
972,2,0
973,0,0
975,26,8
976,0,1
979,4,31
980,20,30
981,6,3
984,36,17
985,58,47
986,8,1
992,13,5
993,29,24
994,52,13
995,112,41
996,115,39
997,116,41
998,25,29
1000,21,20
1002,55,56
1003,55,92
1004,0,4
1005,3,2
1013,53,43
1014,57,23
1015,240,8
1017,0,0
1018,26,44
1019,124,94
1020,13,9
1021,48,61
1022,21,0
1024,18,6
1025,24,13
1026,26,13
1027,31,0
1028,0,0
1029,95,29
1030,14,30
1031,22,45
1032,45,16
1033,63,72
1034,41,5
1035,0,0
1037,52,28
1038,129,115
1039,10,12
1040,50,23
1041,62,36
1042,26,8
1043,4,3
1044,142,87
1049,64,20
1050,6,1
1051,49,81
1052,127,26
1053,0,3
1055,2,4
1056,0,0
1057,0,0
1059,142,98
1060,22,29
1061,8,3
1062,19,6
1063,0,1
1064,3,3
