edgeID,DAY,NIGHT
0,48,37
1,5,49
2,32,68
3,77,53
4,9,1
5,2,4
7,57,16
8,425,281
9,76,82
10,0,0
11,7,109
12,0,0
13,52,5
14,5,45
15,857,50
16,0,0
17,1,97
18,5,4
19,638,421
20,5,23
21,0,0
22,12,6
23,82,51
24,97,57
25,1,1
26,8,6
27,73,40
29,73,27
33,27,47
34,57,101
35,20,0
36,21,0
37,8,18
38,57,72
39,0,0
40,28,264
41,38,39
43,12,11
44,23,15
45,3,1
46,7,1
47,12,5
48,4,16
49,287,12
50,25,38
51,353,5
52,108,42
53,252,41
54,81,29
55,31,107
56,0,0
57,4,49
59,38,27
60,0,0
62,75,56
63,10,22
64,1,2
66,155,42
67,323,61
68,75,296
69,118,149
70,259,33
71,48,26
72,124,88
73,50,23
76,9,64
77,0,0
78,1,5
79,7,17
80,7,4
81,38,197
82,18,10
83,3,8
85,15,2
86,6,3
87,12,13
88,32,18
89,647,49
90,0,0
91,7,4
92,7,10
95,122,65
99,31,16
100,165,55
101,3,40
103,0,1
106,0,0
107,0,0
109,94,7
110,39,13
111,3,0
112,39,14
113,6,9
114,22,19
115,84,42
116,7,6
117,76,63
118,8,3
119,4,32
120,6,13
121,18,99
122,10,20
123,4,6
124,24,15
125,24,36
128,130,8
129,2,1
130,4,4
131,10,6
132,87,65
133,92,158
134,20,3
136,73,50
137,151,119
138,5,2
140,2,6
141,14,32
142,0,0
143,6,3
144,154,82
145,2,0
146,6,16
148,481,0
149,69,6
150,107,56
151,577,26
153,210,65
155,1,9
156,0,0
158,62,37
159,2,4
160,19,13
161,166,150
162,53,10
163,0,0
164,0,0
166,0,0
167,88,44
168,15,10
169,5,2
170,4,4
171,26,16
172,9,1
173,2,9
174,7,35
175,0,0
176,16,4
177,67,50
178,12,12
179,16,30
180,6,0
181,149,60
182,30,6
184,16,15
185,16,12
186,0,0
187,35,8
188,70,45
189,86,29
190,33,71
191,30,15
194,5,3
195,13,3
200,23,7
201,0,7
202,14,13
203,1,27
204,0,1
205,71,57
206,9,6
207,64,14
208,2,0
209,180,187
210,28,5
211,0,1
213,3,4
214,7,2
215,0,19
216,0,14
218,24,25
219,15,13
220,8,9
221,54,27
222,0,0
223,32,27
225,2,0
226,17,11
227,24,19
228,0,0
229,0,0
230,29,247
231,45,5
232,9,6
235,1,1
236,6,10
237,29,162
238,15,3
239,481,141
240,100,71
241,4,1
242,4,17
243,53,121
244,60,30
245,3,8
246,2,1
248,7,8
249,5,0
250,345,472
251,403,6
252,671,634
253,48,46
256,92,44
257,16,31
258,240,65
260,6,6
261,65,69
262,34,5
263,0,0
264,32,54
265,12,6
266,155,115
267,37,23
268,131,110
269,48,91
270,0,0
271,1,1
272,14,13
273,0,1
274,136,84
275,66,46
276,21,89
280,0,1
281,0,0
282,34,4
283,120,66
284,206,4
286,297,626
287,19,330
288,98,68
289,532,175
292,822,101
